refund_request_id,order_id,payment_id,customer_id,decision_time,reason_code,claimed_refund_amount_paise,gateway_authorized_execution_amount_paise,requested_quantity,returnless_requested,evidence_provided,is_refund_abuse_simulated,simulation_scenario,outcome_available_at,verification_result_simulated,partition,lane
v2_rr_0004318,ord_0014324,v2_pay_0004318,cus_54cde5dbb60a5dcc,2010-10-08T13:59:50.377414292Z,damaged,54777,54777,9,False,True,False,routine_legitimate,2010-10-22T13:59:50.377414292Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004319,ord_0014041,v2_pay_0004319,cus_661702d1d7edd55c,2010-10-08T15:23:37.443228280Z,missing,9019488,9019488,719,False,True,False,routine_legitimate,2010-10-26T15:23:37.443228280Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004320,ord_0014533,v2_pay_0004320,cus_524e095cfdd0717a,2010-10-08T16:39:49.578410815Z,damaged,5689931,5689931,77,False,False,False,routine_legitimate,2010-10-28T16:39:49.578410815Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004321,ord_0014180,v2_pay_0004321,cus_10fd9c59cc61ef64,2010-10-08T18:01:05.005792561Z,not_received,10980121,10980121,545,False,True,False,routine_legitimate,2010-10-23T18:01:05.005792561Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004322,ord_0014149,v2_pay_0004322,cus_a7e49300b2664017,2010-10-08T19:04:42.592966980Z,not_received,3893226,3893226,1640,True,True,False,routine_legitimate,2010-10-25T19:04:42.592966980Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004323,ord_0015116,v2_pay_0004323,cus_a825b5fd5944b00f,2010-10-08T19:37:14.137911559Z,missing,440248,440248,26,False,True,False,routine_legitimate,2010-10-24T19:37:14.137911559Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004324,ord_0014073,v2_pay_0004324,cus_4b9bf0aca8d768b9,2010-10-09T00:01:27.295090742Z,damaged,3356734,3356734,121,False,True,False,routine_legitimate,2010-10-25T00:01:27.295090742Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004325,ord_0015442,v2_pay_0004325,cus_75d9c76596daa9fc,2010-10-09T02:08:18.184857772Z,size,1112250,1112250,54,False,True,False,routine_legitimate,2010-11-01T02:08:18.184857772Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004326,ord_0014345,v2_pay_0004326,cus_54cde5dbb60a5dcc,2010-10-09T02:09:37.324298668Z,other,108083,108083,11,True,True,False,routine_legitimate,2010-10-29T02:09:37.324298668Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004327,ord_0015247,v2_pay_0004327,cus_1d506ae5eac6268a,2010-10-09T02:38:02.383332525Z,not_received,997346,997346,52,False,True,False,routine_legitimate,2010-10-27T02:38:02.383332525Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004328,ord_0014836,v2_pay_0004328,cus_73a173b20aa1a34e,2010-10-09T03:00:03.042173251Z,not_received,4015121,4015121,86,False,True,False,routine_legitimate,2010-10-25T03:00:03.042173251Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004329,ord_0014815,v2_pay_0004329,cus_7bb0c4af2ef0222f,2010-10-09T03:19:47.766573493Z,missing,9816460,9816460,266,False,True,False,routine_legitimate,2010-10-23T03:19:47.766573493Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004330,ord_0014287,v2_pay_0004330,cus_ea43c31094919790,2010-10-09T03:35:14.899420467Z,missing,915959,915959,180,False,False,False,routine_legitimate,2010-10-29T03:35:14.899420467Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004331,ord_0014425,v2_pay_0004331,cus_8193bd26a7d01c70,2010-10-09T03:55:28.495007681Z,missing,524841,524841,81,False,True,False,routine_legitimate,2010-10-25T03:55:28.495007681Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004332,ord_0014325,v2_pay_0004332,cus_6d4f7e0815e3e461,2010-10-09T04:47:33.171367662Z,size,307980,307980,8,False,False,False,high_value_loyal_customer,2010-10-31T04:47:33.171367662Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004333,ord_0014225,v2_pay_0004333,cus_fdd6c8d23d71e270,2010-10-09T05:05:49.934349970Z,missing,1407103,1407103,78,False,True,False,routine_legitimate,2010-10-27T05:05:49.934349970Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004334,ord_0014059,v2_pay_0004334,cus_409134eaadc87f80,2010-10-09T06:04:57.050104152Z,missing,770713,770713,31,True,False,False,routine_legitimate,2010-11-01T06:04:57.050104152Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004335,ord_0014604,v2_pay_0004335,cus_a4dd37e5ac0a6e57,2010-10-09T07:05:22.157106153Z,damaged,888138,888138,49,False,True,False,routine_legitimate,2010-10-28T07:05:22.157106153Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004336,ord_0014019,v2_pay_0004336,cus_77eb795f3f2d98ea,2010-10-09T08:31:22.706071538Z,missing,291413,291413,6,False,True,False,routine_legitimate,2010-10-30T08:31:22.706071538Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004337,ord_0014761,v2_pay_0004337,cus_3bf71610b71a093a,2010-10-09T08:44:34.034941315Z,other,120373,120373,1,False,True,False,routine_legitimate,2010-10-23T08:44:34.034941315Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004338,ord_0014037,v2_pay_0004338,cus_4af956f4d4bdbca1,2010-10-09T09:36:07.657722909Z,missing,1805772,1805772,78,False,False,False,routine_legitimate,2010-10-28T09:36:07.657722909Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004339,ord_0014798,v2_pay_0004339,cus_eae137e3ac1fbd56,2010-10-09T10:00:23.374622434Z,damaged,1799684,1799684,76,False,True,False,routine_legitimate,2010-10-31T10:00:23.374622434Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004340,ord_0014187,v2_pay_0004340,cus_7632ecceabd48cef,2010-10-09T12:30:52.244688726Z,missing,618110,618110,69,True,True,False,first_time_refund,2010-10-26T12:30:52.244688726Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004341,ord_0015332,v2_pay_0004341,cus_3013a98904d23087,2010-10-09T12:52:59.550907808Z,not_received,1730166,1730166,142,True,True,True,serial_false_claim,2010-10-26T12:52:59.550907808Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004342,ord_0015108,v2_pay_0004342,cus_93cefc18570445d4,2010-10-09T13:28:40.186247800Z,not_received,896144,896144,49,True,True,False,routine_legitimate,2010-10-29T13:28:40.186247800Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004343,ord_0015436,v2_pay_0004343,cus_1019ec9b89e38027,2010-10-09T15:35:19.158668529Z,not_received,4089990,4089990,362,False,True,False,routine_legitimate,2010-10-29T15:35:19.158668529Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004344,ord_0014093,v2_pay_0004344,cus_48bfaee8d6534610,2010-10-09T18:38:38.225750168Z,missing,756046,756046,59,False,False,False,routine_legitimate,2010-10-30T18:38:38.225750168Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004345,ord_0014695,v2_pay_0004345,cus_a9330a5154c69a43,2010-10-09T20:19:41.525453101Z,other,1497091,1497091,219,True,True,False,routine_legitimate,2010-10-28T20:19:41.525453101Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004346,ord_0014780,v2_pay_0004346,cus_050c1ee650eedddd,2010-10-09T21:32:49.432296682Z,missing,4777562,4777562,163,False,True,False,routine_legitimate,2010-10-23T21:32:49.432296682Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004347,ord_0014330,v2_pay_0004347,cus_e86b0ff05d0fcf5b,2010-10-09T22:31:53.663571261Z,damaged,4239073,4239073,166,False,True,False,routine_legitimate,2010-10-25T22:31:53.663571261Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004348,ord_0015134,v2_pay_0004348,cus_2d25a5b52f0d9fc4,2010-10-09T22:37:04.407729771Z,other,2635374,2635374,191,False,True,False,routine_legitimate,2010-10-27T22:37:04.407729771Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004349,ord_0014320,v2_pay_0004349,cus_82fe4775f9ebd708,2010-10-10T00:27:45.187747800Z,size,3613761,3613761,287,False,True,False,routine_legitimate,2010-10-30T00:27:45.187747800Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004350,ord_0014454,v2_pay_0004350,cus_cfc51047f12728ea,2010-10-10T04:53:39.520487973Z,missing,20178632,20178632,218,False,True,False,routine_legitimate,2010-10-29T04:53:39.520487973Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004351,ord_0014481,v2_pay_0004351,cus_9d532b34d480d742,2010-10-10T08:26:43.327447329Z,size,1321440,1321440,375,False,True,False,routine_legitimate,2010-11-01T08:26:43.327447329Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004352,ord_0014606,v2_pay_0004352,cus_0b1f96b493c14c56,2010-10-10T08:27:37.319275455Z,missing,1044312,1044312,70,True,True,False,cold_start_customer,2010-10-24T08:27:37.319275455Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004353,ord_0013741,v2_pay_0004353,cus_723c7f79b406f89c,2010-10-10T08:35:44.478893094Z,missing,705822,705822,9,False,False,False,routine_legitimate,2010-10-31T08:35:44.478893094Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004354,ord_0014558,v2_pay_0004354,cus_bebdb4a6906ace19,2010-10-10T08:52:16.633220578Z,not_received,1097427,1097427,153,False,True,False,unusual_legitimate_purchase,2010-10-27T08:52:16.633220578Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004355,ord_0013895,v2_pay_0004355,cus_f5fc54138e072d8c,2010-10-10T10:45:17.899658277Z,missing,9595,9595,1,False,True,False,routine_legitimate,2010-10-27T10:45:17.899658277Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004356,ord_0014956,v2_pay_0004356,cus_38bb2c6b1d18f123,2010-10-10T10:50:37.838985126Z,damaged,82961,82961,3,False,True,True,repeated_claim_pattern,2010-10-24T10:50:37.838985126Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004357,ord_0014767,v2_pay_0004357,cus_87ba2c45a379bc39,2010-10-10T12:53:34.834317072Z,damaged,1137086,1137086,244,False,True,False,routine_legitimate,2010-10-30T12:53:34.834317072Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004358,ord_0014955,v2_pay_0004358,cus_a78d0cb7a5802700,2010-10-10T13:28:02.397753079Z,damaged,612246,612246,93,False,False,False,routine_legitimate,2010-10-27T13:28:02.397753079Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004359,ord_0014885,v2_pay_0004359,cus_ad6f99e0269e111b,2010-10-10T15:27:00.791363313Z,size,1155493,1155493,131,False,False,False,routine_legitimate,2010-10-25T15:27:00.791363313Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004360,ord_0013969,v2_pay_0004360,cus_96045bcde49cc135,2010-10-10T15:40:10.583831365Z,other,5756396,5756396,142,False,True,False,routine_legitimate,2010-10-31T15:40:10.583831365Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004361,ord_0014278,v2_pay_0004361,cus_9878fa50aee7fef0,2010-10-10T18:11:09.090724329Z,size,299706,299706,105,False,False,False,routine_legitimate,2010-11-02T18:11:09.090724329Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004362,ord_0014657,v2_pay_0004362,cus_4b7db4e587245e6b,2010-10-10T21:00:19.994332260Z,damaged,2950366,2950366,305,False,True,False,routine_legitimate,2010-10-24T21:00:19.994332260Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004363,ord_0014173,v2_pay_0004363,cus_6c8bc9f16f26eb16,2010-10-10T22:25:25.673364946Z,damaged,978944,978944,44,False,True,False,routine_legitimate,2010-10-24T22:25:25.673364946Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004364,ord_0014147,v2_pay_0004364,cus_71e1180b2ee1c1fe,2010-10-10T23:02:11.256716980Z,missing,3334202,3334202,144,False,False,False,routine_legitimate,2010-10-26T23:02:11.256716980Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004365,ord_0015407,v2_pay_0004365,cus_472544afc2b37eb4,2010-10-10T23:29:28.429819959Z,size,60365,60365,2,False,True,False,routine_legitimate,2010-10-29T23:29:28.429819959Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004366,ord_0014221,v2_pay_0004366,cus_33f10a949824bc48,2010-10-11T00:55:54.537393138Z,size,254848,254848,1,False,True,False,routine_legitimate,2010-11-03T00:55:54.537393138Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004367,ord_0014554,v2_pay_0004367,cus_0ce3c5fedaa1d2d5,2010-10-11T05:42:39.927865251Z,other,2030783,2030783,30,False,False,False,missing_evidence,2010-10-26T05:42:39.927865251Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004368,ord_0013957,v2_pay_0004368,cus_c4f89191535115b1,2010-10-11T08:14:48.241384779Z,damaged,2563338,2563338,239,False,True,False,routine_legitimate,2010-10-29T08:14:48.241384779Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004369,ord_0014384,v2_pay_0004369,cus_913fd04b721b1f22,2010-10-11T08:40:22.963958152Z,size,2161011,2161011,74,False,True,False,routine_legitimate,2010-11-02T08:40:22.963958152Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004370,ord_0014838,v2_pay_0004370,cus_e27aa1509b7028fc,2010-10-11T10:33:02.041319930Z,damaged,243921,243921,4,False,True,False,routine_legitimate,2010-11-02T10:33:02.041319930Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004371,ord_0014598,v2_pay_0004371,cus_48c922e90fc4df10,2010-10-11T11:07:15.041336612Z,other,423899,423899,93,False,True,False,routine_legitimate,2010-10-31T11:07:15.041336612Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004372,ord_0014388,v2_pay_0004372,cus_fe7ca8b016a3acaa,2010-10-11T12:33:36.798579826Z,other,824914,824914,26,True,False,False,routine_legitimate,2010-10-31T12:33:36.798579826Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004373,ord_0014575,v2_pay_0004373,cus_4beca9e3b90ed4f2,2010-10-11T13:35:46.326372154Z,not_received,2390771,2390771,53,False,False,False,routine_legitimate,2010-10-30T13:35:46.326372154Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004374,ord_0014520,v2_pay_0004374,cus_d9528f15b132d185,2010-10-11T14:24:30.298976416Z,damaged,904801,904801,494,False,True,True,peer_deviation,2010-10-26T14:24:30.298976416Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004375,ord_0014982,v2_pay_0004375,cus_bc06d1fc679cfbd2,2010-10-11T14:43:10.104008722Z,not_received,80027,80027,15,False,False,False,verifier_unavailable,2010-10-31T14:43:10.104008722Z,verifier_unavailable,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004376,ord_0014119,v2_pay_0004376,cus_fde0c207b593248f,2010-10-11T16:11:01.468211797Z,size,5919,5919,1,False,True,False,routine_legitimate,2010-10-25T16:11:01.468211797Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004377,ord_0015045,v2_pay_0004377,cus_61cabdb5879a0dad,2010-10-11T16:56:52.712435544Z,missing,982162,982162,73,False,True,False,routine_legitimate,2010-10-27T16:56:52.712435544Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004378,ord_0014095,v2_pay_0004378,cus_6d397357650573e3,2010-10-11T17:40:45.127773962Z,damaged,1853347,1853347,160,False,True,True,claim_timing,2010-11-01T17:40:45.127773962Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004379,ord_0015059,v2_pay_0004379,cus_27f49ba6965fbae9,2010-10-11T17:47:10.823486134Z,other,49288930,49288930,3432,False,True,False,routine_legitimate,2010-11-03T17:47:10.823486134Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004380,ord_0015221,v2_pay_0004380,cus_3e1d66f16fb35d15,2010-10-11T18:05:42.826873867Z,missing,7036893,7036893,481,False,False,False,routine_legitimate,2010-10-31T18:05:42.826873867Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004381,ord_0015236,v2_pay_0004381,cus_2a72d47669ba2415,2010-10-11T18:37:59.811369949Z,damaged,1453590,1453590,43,False,True,False,routine_legitimate,2010-11-03T18:37:59.811369949Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004382,ord_0015180,v2_pay_0004382,cus_3aca6ceebc1feaf8,2010-10-11T21:41:10.997010207Z,damaged,3739979,3739979,171,False,True,False,routine_legitimate,2010-11-03T21:41:10.997010207Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004383,ord_0014228,v2_pay_0004383,cus_fc2357bc4a7c0086,2010-10-11T23:39:34.305427315Z,missing,1495905,1495905,115,False,True,False,routine_legitimate,2010-10-26T23:39:34.305427315Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004384,ord_0014105,v2_pay_0004384,cus_de477290658da6d7,2010-10-11T23:56:40.765504425Z,other,1599404,1599404,501,False,True,False,routine_legitimate,2010-11-01T23:56:40.765504425Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004385,ord_0014556,v2_pay_0004385,cus_d6bc7e43a9edd243,2010-10-12T01:23:02.184337640Z,damaged,251321,251321,8,True,True,True,claim_reason_inconsistency,2010-10-26T01:23:02.184337640Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004386,ord_0015072,v2_pay_0004386,cus_c7c1d39631b45caa,2010-10-12T01:32:53.081976716Z,not_received,1150235,1150235,90,False,True,False,routine_legitimate,2010-10-31T01:32:53.081976716Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004387,ord_0014133,v2_pay_0004387,cus_d32f708e8f9056a3,2010-10-12T03:49:52.960874630Z,damaged,2065929,2065929,100,False,False,False,routine_legitimate,2010-11-04T03:49:52.960874630Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004388,ord_0014200,v2_pay_0004388,cus_e7547454d172e786,2010-10-12T04:37:58.223380615Z,size,7999904,7999904,74,True,True,True,supporting_entity_pattern,2010-10-30T04:37:58.223380615Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004389,ord_0013986,v2_pay_0004389,cus_9e7876cf2a66b984,2010-10-12T04:50:42.002347539Z,damaged,330851,330851,107,False,True,True,cross_category_escalation,2010-10-29T04:50:42.002347539Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004390,ord_0014424,v2_pay_0004390,cus_be07979c57d163d7,2010-10-12T05:25:23.644288269Z,damaged,51253,51253,1,False,True,False,genuine_product_defect_burst,2010-11-02T05:25:23.644288269Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004391,ord_0014564,v2_pay_0004391,cus_149799b213ea9640,2010-10-12T07:16:14.799926876Z,not_received,2342203,2342203,71,False,True,False,high_value_loyal_customer,2010-10-31T07:16:14.799926876Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004392,ord_0014992,v2_pay_0004392,cus_e86b0ff05d0fcf5b,2010-10-12T10:29:25.110583522Z,not_received,1044050,1044050,439,True,True,False,routine_legitimate,2010-11-03T10:29:25.110583522Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004393,ord_0014683,v2_pay_0004393,cus_8438b3e161d47482,2010-10-12T10:49:26.407396518Z,missing,5937769,5937769,258,False,True,False,routine_legitimate,2010-11-02T10:49:26.407396518Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004394,ord_0014112,v2_pay_0004394,cus_d4c1f878aa3714ae,2010-10-12T13:20:49.721195994Z,size,1406126,1406126,90,False,False,False,routine_legitimate,2010-10-30T13:20:49.721195994Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004395,ord_0014255,v2_pay_0004395,cus_17e2487ea51090c0,2010-10-12T13:45:00.252231198Z,size,2548721,2548721,66,False,True,False,routine_legitimate,2010-11-03T13:45:00.252231198Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004396,ord_0014355,v2_pay_0004396,cus_94f5d0dc772ac8bb,2010-10-12T14:02:13.047950758Z,missing,48124,48124,2,False,True,False,routine_legitimate,2010-10-26T14:02:13.047950758Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004397,ord_0014535,v2_pay_0004397,cus_3cab0cfea41d0ef4,2010-10-12T15:14:57.278424286Z,not_received,1037886,1037886,43,False,True,False,routine_legitimate,2010-11-01T15:14:57.278424286Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004398,ord_0015082,v2_pay_0004398,cus_3b095d29ec596b7c,2010-10-12T20:07:26.813449005Z,missing,594009,594009,32,False,True,False,routine_legitimate,2010-10-29T20:07:26.813449005Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004399,ord_0014589,v2_pay_0004399,cus_0fcfcd09ef461793,2010-10-12T20:12:44.196688449Z,size,1326558,1326558,91,False,False,False,routine_legitimate,2010-10-28T20:12:44.196688449Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004400,ord_0014829,v2_pay_0004400,cus_aa0b461322dbdb88,2010-10-12T21:37:14.358447938Z,damaged,165891,165891,5,True,True,False,routine_legitimate,2010-11-02T21:37:14.358447938Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004401,ord_0014884,v2_pay_0004401,cus_dbf5f8dcf7677347,2010-10-12T23:17:57.943014720Z,damaged,2466683,2466683,220,False,True,True,evidence_inconsistency,2010-10-30T23:17:57.943014720Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004402,ord_0014075,v2_pay_0004402,cus_1dbecf9720e2b88c,2010-10-13T00:00:06.846414518Z,missing,116904,116904,36,False,False,True,serial_false_claim,2010-10-30T00:00:06.846414518Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004403,ord_0014898,v2_pay_0004403,cus_b5341879207d1cc6,2010-10-13T01:33:55.629886528Z,not_received,2340186,2340186,117,True,False,False,first_time_refund,2010-11-01T01:33:55.629886528Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004404,ord_0014403,v2_pay_0004404,cus_db7e12020e6c0284,2010-10-13T01:51:18.442255344Z,missing,495182,495182,154,True,True,False,routine_legitimate,2010-10-30T01:51:18.442255344Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004405,ord_0015023,v2_pay_0004405,cus_a760ec3014b3dbc6,2010-10-13T02:14:28.537106546Z,damaged,1361285,1361285,145,False,True,False,routine_legitimate,2010-11-04T02:14:28.537106546Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004406,ord_0014901,v2_pay_0004406,cus_e6a47203246440e1,2010-10-13T02:36:00.626108214Z,damaged,195693,195693,104,False,True,False,routine_legitimate,2010-11-02T02:36:00.626108214Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004407,ord_0014805,v2_pay_0004407,cus_6c56947d0ee848b8,2010-10-13T03:16:59.382329820Z,damaged,1156496,1156496,86,True,True,False,routine_legitimate,2010-10-28T03:16:59.382329820Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004408,ord_0014156,v2_pay_0004408,cus_782464bd48594545,2010-10-13T08:02:00.838164588Z,missing,1701760,1701760,266,False,False,False,routine_legitimate,2010-11-01T08:02:00.838164588Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004409,ord_0015076,v2_pay_0004409,cus_15f992d4675b8b7f,2010-10-13T09:29:33.692296545Z,missing,3878828,3878828,1,True,False,True,repeated_claim_pattern,2010-10-31T09:29:33.692296545Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004410,ord_0015041,v2_pay_0004410,cus_be026aa05de3dc0e,2010-10-13T10:22:11.573678716Z,not_received,849398,849398,11,False,False,False,routine_legitimate,2010-10-31T10:22:11.573678716Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004411,ord_0014912,v2_pay_0004411,cus_17553793df3a7c44,2010-10-13T11:07:27.631121730Z,damaged,1045930,1045930,83,True,True,False,cold_start_customer,2010-10-30T11:07:27.631121730Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004412,ord_0015404,v2_pay_0004412,cus_b0d1dbf080bf1368,2010-10-13T11:52:22.513916046Z,missing,1572466,1572466,130,True,True,False,routine_legitimate,2010-10-28T11:52:22.513916046Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004413,ord_0014419,v2_pay_0004413,cus_63241c116cdaf4b6,2010-10-13T14:31:12.234218448Z,damaged,981973,981973,28,False,True,False,routine_legitimate,2010-11-03T14:31:12.234218448Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004414,ord_0014703,v2_pay_0004414,cus_7ca596803bff0a1d,2010-10-13T14:47:43.736604829Z,missing,350522,350522,18,True,True,False,routine_legitimate,2010-10-30T14:47:43.736604829Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0004415,ord_0015323,v2_pay_0004415,cus_8e0e12fcc50d96e0,2010-10-13T17:43:31.407584914Z,not_received,3069399,3069399,282,False,True,False,routine_legitimate,2010-10-31T17:43:31.407584914Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
