refund_request_id,is_refund_abuse_simulated,simulation_scenario,outcome_available_at,verification_result_simulated
v2_rr_0010816,False,routine_legitimate,2011-11-25T03:20:44.078346601Z,consistent
v2_rr_0010817,False,missing_evidence,2011-12-01T04:27:19.130143900Z,evidence_inconclusive
v2_rr_0010818,False,routine_legitimate,2011-11-25T06:33:56.809828844Z,consistent
v2_rr_0010819,False,routine_legitimate,2011-11-26T06:37:18.250507204Z,consistent
v2_rr_0010820,False,routine_legitimate,2011-11-30T07:58:40.941852052Z,consistent
v2_rr_0010821,False,routine_legitimate,2011-11-29T08:03:28.737656700Z,consistent
v2_rr_0010822,False,routine_legitimate,2011-11-27T08:06:15.284719702Z,consistent
v2_rr_0010823,False,routine_legitimate,2011-11-30T08:08:05.571708544Z,consistent
v2_rr_0010824,False,routine_legitimate,2011-12-01T08:39:09.041833980Z,consistent
v2_rr_0010825,False,routine_legitimate,2011-11-30T09:49:09.987552243Z,consistent
v2_rr_0010826,False,routine_legitimate,2011-11-27T10:57:59.554007020Z,consistent
v2_rr_0010827,True,repeated_claim_pattern,2011-12-03T11:04:44.875046530Z,inconsistent
v2_rr_0010828,False,routine_legitimate,2011-11-26T19:11:31.977704312Z,consistent
v2_rr_0010829,False,verifier_unavailable,2011-11-24T19:17:54.278298957Z,verifier_unavailable
v2_rr_0010830,False,routine_legitimate,2011-11-28T21:00:41.667398214Z,consistent
v2_rr_0010831,False,routine_legitimate,2011-11-26T21:22:08.186638371Z,consistent
v2_rr_0010832,False,routine_legitimate,2011-11-29T22:10:11.336398785Z,consistent
v2_rr_0010833,False,routine_legitimate,2011-11-24T22:14:10.941309807Z,consistent
v2_rr_0010834,False,routine_legitimate,2011-11-26T22:40:03.829198720Z,consistent
v2_rr_0010835,False,genuine_product_defect_burst,2011-11-27T23:00:47.612504671Z,consistent
v2_rr_0010836,False,routine_legitimate,2011-11-25T23:04:43.153851837Z,evidence_inconclusive
v2_rr_0010837,False,routine_legitimate,2011-11-30T01:27:38.664032540Z,consistent
v2_rr_0010838,False,routine_legitimate,2011-11-26T01:31:00.203241711Z,consistent
v2_rr_0010839,False,high_value_loyal_customer,2011-11-29T01:39:39.178678988Z,consistent
v2_rr_0010840,False,routine_legitimate,2011-11-29T05:45:06.279690057Z,consistent
v2_rr_0010841,False,first_time_refund,2011-12-02T06:30:06.289911903Z,consistent
v2_rr_0010842,False,routine_legitimate,2011-12-02T06:55:57.790481014Z,consistent
v2_rr_0010843,False,cold_start_customer,2011-12-01T07:52:58.511109346Z,consistent
v2_rr_0010844,False,routine_legitimate,2011-11-26T09:06:57.085625625Z,consistent
v2_rr_0010845,False,routine_legitimate,2011-11-29T10:12:53.007153476Z,consistent
v2_rr_0010846,False,routine_legitimate,2011-11-28T11:53:12.093773691Z,evidence_inconclusive
v2_rr_0010847,False,routine_legitimate,2011-12-01T14:05:48.003855817Z,consistent
v2_rr_0010848,False,routine_legitimate,2011-11-28T16:43:32.478504530Z,consistent
v2_rr_0010849,True,peer_deviation,2011-11-27T21:38:00.486163190Z,consistent
v2_rr_0010850,False,unusual_legitimate_purchase,2011-11-27T22:13:54.736379086Z,consistent
v2_rr_0010851,False,routine_legitimate,2011-12-05T02:27:43.621432065Z,consistent
v2_rr_0010852,False,routine_legitimate,2011-11-26T04:52:33.876821646Z,consistent
v2_rr_0010853,False,missing_evidence,2011-12-01T07:48:01.348618152Z,evidence_inconclusive
v2_rr_0010854,False,routine_legitimate,2011-12-02T09:22:00.151016040Z,evidence_inconclusive
v2_rr_0010855,False,routine_legitimate,2011-11-30T09:49:08.803544199Z,consistent
v2_rr_0010856,True,claim_timing,2011-12-01T10:56:03.766691469Z,inconsistent
v2_rr_0010857,False,routine_legitimate,2011-12-03T11:24:24.584283234Z,consistent
v2_rr_0010858,True,claim_reason_inconsistency,2011-11-27T11:25:44.411333756Z,inconsistent
v2_rr_0010859,False,routine_legitimate,2011-11-27T13:10:53.441701911Z,consistent
v2_rr_0010860,True,supporting_entity_pattern,2011-12-05T13:23:46.210017588Z,evidence_inconclusive
v2_rr_0010861,False,verifier_unavailable,2011-11-26T18:14:48.516446118Z,verifier_unavailable
v2_rr_0010862,False,genuine_product_defect_burst,2011-11-29T19:12:16.811006150Z,consistent
v2_rr_0010863,False,routine_legitimate,2011-12-01T19:19:28.922029165Z,consistent
v2_rr_0010864,False,high_value_loyal_customer,2011-12-03T19:37:01.583342014Z,consistent
v2_rr_0010865,True,cross_category_escalation,2011-12-01T20:02:29.115429547Z,inconsistent
v2_rr_0010866,False,routine_legitimate,2011-12-03T21:26:22.413339043Z,consistent
v2_rr_0010867,False,first_time_refund,2011-12-04T22:29:52.145913410Z,consistent
v2_rr_0010868,False,cold_start_customer,2011-12-01T23:50:53.185099201Z,consistent
v2_rr_0010869,True,evidence_inconsistency,2011-12-03T04:15:31.814365414Z,inconsistent
v2_rr_0010870,False,routine_legitimate,2011-12-04T05:21:25.087957179Z,consistent
v2_rr_0010871,False,unusual_legitimate_purchase,2011-11-30T06:09:24.717375268Z,consistent
v2_rr_0010872,False,routine_legitimate,2011-11-28T07:50:58.960225161Z,consistent
v2_rr_0010873,False,routine_legitimate,2011-12-06T14:06:54.237685946Z,consistent
v2_rr_0010874,False,routine_legitimate,2011-11-27T15:05:00.509796499Z,consistent
v2_rr_0010875,False,routine_legitimate,2011-11-28T15:05:40.455310602Z,consistent
v2_rr_0010876,False,missing_evidence,2011-12-04T15:34:18.903163826Z,evidence_inconclusive
v2_rr_0010877,False,verifier_unavailable,2011-11-29T16:55:17.717435102Z,verifier_unavailable
v2_rr_0010878,True,serial_false_claim,2011-11-28T17:31:24.808044564Z,consistent
v2_rr_0010879,False,routine_legitimate,2011-12-04T18:46:08.823071852Z,consistent
v2_rr_0010880,False,routine_legitimate,2011-11-28T19:09:13.267075244Z,consistent
v2_rr_0010881,False,routine_legitimate,2011-12-01T21:33:49.388532194Z,consistent
v2_rr_0010882,False,routine_legitimate,2011-12-04T21:42:31.353384267Z,consistent
v2_rr_0010883,True,repeated_claim_pattern,2011-12-05T22:48:57.931246532Z,inconsistent
v2_rr_0010884,False,routine_legitimate,2011-12-03T00:37:59.173817114Z,consistent
v2_rr_0010885,False,routine_legitimate,2011-12-07T00:54:14.531522043Z,consistent
v2_rr_0010886,False,routine_legitimate,2011-12-07T01:49:52.681459188Z,consistent
v2_rr_0010887,True,peer_deviation,2011-11-28T02:44:33.406716404Z,inconsistent
v2_rr_0010888,False,routine_legitimate,2011-12-05T03:20:12.700376138Z,consistent
v2_rr_0010889,False,routine_legitimate,2011-12-05T04:04:24.919904769Z,consistent
v2_rr_0010890,False,routine_legitimate,2011-11-29T06:49:33.545847831Z,consistent
v2_rr_0010891,False,routine_legitimate,2011-11-30T07:39:55.910500502Z,consistent
v2_rr_0010892,True,claim_timing,2011-12-04T07:55:09.082857556Z,inconsistent
v2_rr_0010893,False,genuine_product_defect_burst,2011-12-03T08:59:28.564984700Z,consistent
v2_rr_0010894,False,routine_legitimate,2011-12-05T09:43:49.373680992Z,consistent
v2_rr_0010895,False,high_value_loyal_customer,2011-12-05T12:23:25.431981932Z,consistent
v2_rr_0010896,False,routine_legitimate,2011-12-04T12:59:15.166255969Z,consistent
v2_rr_0010897,False,first_time_refund,2011-11-28T13:16:49.171679452Z,consistent
v2_rr_0010898,False,routine_legitimate,2011-12-04T13:30:23.199144674Z,consistent
v2_rr_0010899,False,cold_start_customer,2011-12-03T15:30:26.106189760Z,consistent
v2_rr_0010900,False,routine_legitimate,2011-12-07T16:21:49.106288784Z,consistent
v2_rr_0010901,False,unusual_legitimate_purchase,2011-12-01T16:51:50.125254483Z,consistent
v2_rr_0010902,False,routine_legitimate,2011-11-29T17:05:05.407523538Z,consistent
v2_rr_0010903,False,routine_legitimate,2011-11-28T18:42:56.646219742Z,consistent
v2_rr_0010904,False,routine_legitimate,2011-12-04T19:35:06.386719968Z,consistent
v2_rr_0010905,False,routine_legitimate,2011-11-28T20:03:52.964198732Z,consistent
v2_rr_0010906,False,routine_legitimate,2011-12-06T21:26:28.515264091Z,consistent
v2_rr_0010907,False,missing_evidence,2011-12-01T21:40:28.648560619Z,evidence_inconclusive
v2_rr_0010908,False,routine_legitimate,2011-12-02T22:13:20.015948959Z,consistent
v2_rr_0010909,False,routine_legitimate,2011-11-30T00:51:48.947995867Z,evidence_inconclusive
v2_rr_0010910,False,routine_legitimate,2011-12-07T02:13:32.324733097Z,consistent
v2_rr_0010911,False,routine_legitimate,2011-12-06T03:45:49.956076072Z,consistent
v2_rr_0010912,False,routine_legitimate,2011-11-29T05:09:40.545091910Z,consistent
v2_rr_0010913,False,verifier_unavailable,2011-12-05T10:04:56.911284117Z,verifier_unavailable
v2_rr_0010914,False,routine_legitimate,2011-12-04T11:13:55.505778895Z,consistent
v2_rr_0010915,False,routine_legitimate,2011-12-03T12:25:24.227483694Z,consistent
v2_rr_0010916,False,routine_legitimate,2011-12-06T12:54:58.918095375Z,consistent
v2_rr_0010917,False,routine_legitimate,2011-12-06T14:27:44.422740619Z,inconsistent
v2_rr_0010918,True,claim_reason_inconsistency,2011-12-02T14:57:29.462439937Z,inconsistent
v2_rr_0010919,False,routine_legitimate,2011-12-05T16:49:59.149586791Z,evidence_inconclusive
v2_rr_0010920,False,routine_legitimate,2011-12-07T18:15:18.509659410Z,consistent
v2_rr_0010921,True,supporting_entity_pattern,2011-12-02T18:56:49.535663624Z,inconsistent
v2_rr_0010922,False,genuine_product_defect_burst,2011-12-07T19:21:34.997081290Z,consistent
v2_rr_0010923,False,routine_legitimate,2011-12-08T20:15:31.003633080Z,consistent
v2_rr_0010924,False,routine_legitimate,2011-12-01T21:14:46.285837538Z,consistent
v2_rr_0010925,False,routine_legitimate,2011-11-30T21:48:28.140716962Z,consistent
v2_rr_0010926,True,cross_category_escalation,2011-12-03T22:04:48.501693880Z,evidence_inconclusive
v2_rr_0010927,False,routine_legitimate,2011-12-01T23:43:57.320508873Z,evidence_inconclusive
v2_rr_0010928,False,routine_legitimate,2011-12-07T00:24:07.907701404Z,consistent
v2_rr_0010929,False,routine_legitimate,2011-12-04T00:52:33.720253323Z,consistent
v2_rr_0010930,False,high_value_loyal_customer,2011-12-02T01:32:07.576453107Z,consistent
v2_rr_0010931,False,routine_legitimate,2011-12-01T01:33:34.439342772Z,consistent
v2_rr_0010932,False,routine_legitimate,2011-12-05T04:11:34.060353472Z,consistent
v2_rr_0010933,False,routine_legitimate,2011-12-03T04:24:07.735330113Z,consistent
v2_rr_0010934,False,first_time_refund,2011-12-01T04:33:41.659421252Z,consistent
v2_rr_0010935,False,cold_start_customer,2011-11-30T05:34:43.993167458Z,consistent
v2_rr_0010936,False,routine_legitimate,2011-12-04T06:20:54.668610757Z,consistent
v2_rr_0010937,False,routine_legitimate,2011-12-06T06:24:07.190541919Z,consistent
v2_rr_0010938,False,routine_legitimate,2011-11-30T06:48:40.344969259Z,consistent
v2_rr_0010939,False,routine_legitimate,2011-12-06T09:39:46.880253720Z,consistent
v2_rr_0010940,False,routine_legitimate,2011-12-05T10:04:55.147014734Z,evidence_inconclusive
v2_rr_0010941,False,routine_legitimate,2011-12-03T12:10:41.826470401Z,consistent
v2_rr_0010942,False,routine_legitimate,2011-12-07T12:54:46.151791531Z,consistent
v2_rr_0010943,False,routine_legitimate,2011-12-08T13:05:01.820549014Z,evidence_inconclusive
v2_rr_0010944,False,routine_legitimate,2011-12-01T15:40:18.254943457Z,consistent
v2_rr_0010945,False,unusual_legitimate_purchase,2011-12-09T16:10:13.441125464Z,consistent
v2_rr_0010946,False,missing_evidence,2011-12-06T16:58:08.837750922Z,evidence_inconclusive
v2_rr_0010947,False,verifier_unavailable,2011-12-07T19:35:19.894232065Z,verifier_unavailable
v2_rr_0010948,False,routine_legitimate,2011-11-30T19:58:01.997298495Z,consistent
v2_rr_0010949,True,evidence_inconsistency,2011-12-09T20:17:05.994294043Z,evidence_inconclusive
v2_rr_0010950,False,routine_legitimate,2011-12-01T21:12:20.034922688Z,consistent
v2_rr_0010951,False,routine_legitimate,2011-12-07T21:20:51.452196184Z,consistent
v2_rr_0010952,False,genuine_product_defect_burst,2011-12-08T22:10:34.422069340Z,consistent
v2_rr_0010953,False,routine_legitimate,2011-12-02T22:48:47.003741103Z,consistent
v2_rr_0010954,False,routine_legitimate,2011-11-30T23:49:09.915166382Z,consistent
v2_rr_0010955,False,routine_legitimate,2011-12-02T00:32:51.874873546Z,consistent
v2_rr_0010956,False,routine_legitimate,2011-12-07T00:45:52.175867655Z,consistent
v2_rr_0010957,False,routine_legitimate,2011-12-07T01:49:47.337838647Z,consistent
v2_rr_0010958,False,routine_legitimate,2011-12-01T02:34:19.167105471Z,consistent
v2_rr_0010959,False,routine_legitimate,2011-12-05T04:02:55.747755933Z,inconsistent
v2_rr_0010960,False,routine_legitimate,2011-12-03T05:34:34.919410791Z,evidence_inconclusive
v2_rr_0010961,False,high_value_loyal_customer,2011-12-01T06:27:28.198105725Z,inconsistent
v2_rr_0010962,False,routine_legitimate,2011-12-07T07:36:20.942282337Z,consistent
v2_rr_0010963,False,routine_legitimate,2011-12-04T08:56:24.889855809Z,consistent
v2_rr_0010964,False,routine_legitimate,2011-12-07T09:20:40.688602458Z,consistent
v2_rr_0010965,False,routine_legitimate,2011-12-09T09:20:52.547966721Z,inconsistent
v2_rr_0010966,False,routine_legitimate,2011-12-05T10:02:16.629886646Z,consistent
v2_rr_0010967,False,routine_legitimate,2011-12-03T11:52:56.425987654Z,consistent
v2_rr_0010968,False,routine_legitimate,2011-12-04T11:55:54.459306306Z,consistent
v2_rr_0010969,False,first_time_refund,2011-12-05T14:30:47.852868178Z,consistent
v2_rr_0010970,True,serial_false_claim,2011-12-01T14:51:17.749680884Z,consistent
v2_rr_0010971,False,routine_legitimate,2011-12-03T15:41:04.946084290Z,consistent
v2_rr_0010972,False,routine_legitimate,2011-12-06T15:51:50.381803100Z,consistent
v2_rr_0010973,False,routine_legitimate,2011-12-03T17:16:08.699885247Z,consistent
v2_rr_0010974,True,repeated_claim_pattern,2011-12-08T17:22:35.162781036Z,consistent
v2_rr_0010975,False,routine_legitimate,2011-12-04T17:37:01.897714693Z,consistent
v2_rr_0010976,False,routine_legitimate,2011-12-10T17:53:06.591867626Z,consistent
v2_rr_0010977,False,cold_start_customer,2011-12-02T18:14:44.220340398Z,consistent
v2_rr_0010978,False,routine_legitimate,2011-12-08T19:32:30.862072623Z,consistent
v2_rr_0010979,False,routine_legitimate,2011-12-05T19:56:33.215363185Z,consistent
v2_rr_0010980,False,unusual_legitimate_purchase,2011-12-07T20:29:05.322317253Z,consistent
v2_rr_0010981,False,routine_legitimate,2011-12-08T20:53:04.127163796Z,consistent
v2_rr_0010982,False,routine_legitimate,2011-12-07T21:38:23.617949847Z,consistent
v2_rr_0010983,False,routine_legitimate,2011-12-09T22:12:58.190210498Z,consistent
v2_rr_0010984,False,routine_legitimate,2011-12-10T22:17:27.237243708Z,consistent
v2_rr_0010985,False,routine_legitimate,2011-12-07T01:32:10.362240655Z,consistent
v2_rr_0010986,False,routine_legitimate,2011-12-09T02:16:28.617216464Z,consistent
v2_rr_0010987,False,missing_evidence,2011-12-10T02:57:41.785316447Z,evidence_inconclusive
v2_rr_0010988,False,verifier_unavailable,2011-12-09T03:11:53.501156985Z,verifier_unavailable
v2_rr_0010989,False,routine_legitimate,2011-12-05T03:39:08.838656112Z,consistent
v2_rr_0010990,False,routine_legitimate,2011-12-08T04:28:31.470839826Z,consistent
v2_rr_0010991,False,routine_legitimate,2011-12-08T04:33:01.635902398Z,consistent
v2_rr_0010992,False,routine_legitimate,2011-12-07T08:50:02.668365674Z,evidence_inconclusive
v2_rr_0010993,False,routine_legitimate,2011-12-03T11:08:34.654876386Z,consistent
v2_rr_0010994,False,routine_legitimate,2011-12-05T13:13:11.366607613Z,evidence_inconclusive
v2_rr_0010995,False,genuine_product_defect_burst,2011-12-09T14:04:25.925625572Z,consistent
v2_rr_0010996,False,routine_legitimate,2011-12-05T14:07:21.298775792Z,consistent
v2_rr_0010997,False,routine_legitimate,2011-12-03T15:11:05.207317470Z,consistent
v2_rr_0010998,False,routine_legitimate,2011-12-06T15:24:43.825720015Z,evidence_inconclusive
v2_rr_0010999,True,peer_deviation,2011-12-07T16:03:59.113819578Z,evidence_inconclusive
v2_rr_0011000,False,routine_legitimate,2011-12-02T16:58:39.767579433Z,consistent
v2_rr_0011001,False,high_value_loyal_customer,2011-12-06T18:27:33.147214304Z,evidence_inconclusive
v2_rr_0011002,False,routine_legitimate,2011-12-03T19:48:56.841976453Z,consistent
v2_rr_0011003,False,routine_legitimate,2011-12-09T20:48:59.831258091Z,consistent
v2_rr_0011004,False,routine_legitimate,2011-12-10T20:59:02.857456777Z,evidence_inconclusive
v2_rr_0011005,False,first_time_refund,2011-12-05T21:03:46.673471820Z,consistent
v2_rr_0011006,False,routine_legitimate,2011-12-03T22:08:49.313853690Z,consistent
v2_rr_0011007,False,cold_start_customer,2011-12-11T22:13:06.408131160Z,consistent
v2_rr_0011008,False,routine_legitimate,2011-12-02T22:17:20.130249025Z,consistent
v2_rr_0011009,False,routine_legitimate,2011-12-05T23:01:25.518401463Z,consistent
v2_rr_0011010,False,routine_legitimate,2011-12-04T23:22:07.949388793Z,consistent
v2_rr_0011011,False,routine_legitimate,2011-12-08T00:06:43.821400807Z,inconsistent
v2_rr_0011012,False,routine_legitimate,2011-12-05T01:10:17.407696083Z,consistent
v2_rr_0011013,False,unusual_legitimate_purchase,2011-12-09T02:17:21.249860024Z,consistent
v2_rr_0011014,False,routine_legitimate,2011-12-05T05:21:44.049211263Z,consistent
v2_rr_0011015,True,claim_timing,2011-12-07T05:49:42.458508564Z,inconsistent
v2_rr_0011016,False,routine_legitimate,2011-12-05T07:17:40.213344162Z,consistent
v2_rr_0011017,False,routine_legitimate,2011-12-05T07:37:46.164056625Z,consistent
v2_rr_0011018,False,routine_legitimate,2011-12-12T09:11:12.183609660Z,evidence_inconclusive
v2_rr_0011019,False,routine_legitimate,2011-12-09T10:26:08.771840317Z,consistent
v2_rr_0011020,False,routine_legitimate,2011-12-04T12:27:23.050774556Z,consistent
v2_rr_0011021,False,routine_legitimate,2011-12-09T12:32:25.059815596Z,consistent
v2_rr_0011022,False,missing_evidence,2011-12-10T12:38:37.719385486Z,evidence_inconclusive
v2_rr_0011023,False,routine_legitimate,2011-12-11T13:25:52.795363958Z,consistent
v2_rr_0011024,False,routine_legitimate,2011-12-03T14:38:19.859942714Z,consistent
v2_rr_0011025,False,routine_legitimate,2011-12-12T15:24:08.151563838Z,consistent
v2_rr_0011026,False,routine_legitimate,2011-12-09T16:33:27.021104281Z,consistent
v2_rr_0011027,False,routine_legitimate,2011-12-04T16:50:46.917882552Z,consistent
v2_rr_0011028,False,routine_legitimate,2011-12-04T17:33:01.311856143Z,consistent
v2_rr_0011029,False,routine_legitimate,2011-12-07T19:43:12.973230585Z,consistent
v2_rr_0011030,False,verifier_unavailable,2011-12-03T21:19:24.071937188Z,verifier_unavailable
v2_rr_0011031,False,routine_legitimate,2011-12-03T21:23:37.365812462Z,consistent
v2_rr_0011032,False,routine_legitimate,2011-12-06T23:28:56.432850184Z,consistent
v2_rr_0011033,False,genuine_product_defect_burst,2011-12-11T01:53:30.040695859Z,consistent
v2_rr_0011034,False,routine_legitimate,2011-12-04T02:24:02.877040568Z,consistent
v2_rr_0011035,False,high_value_loyal_customer,2011-12-07T03:00:14.864528235Z,consistent
v2_rr_0011036,False,first_time_refund,2011-12-09T05:20:18.806019888Z,consistent
v2_rr_0011037,False,routine_legitimate,2011-12-11T05:39:06.341086340Z,evidence_inconclusive
v2_rr_0011038,False,routine_legitimate,2011-12-06T06:40:41.962163632Z,consistent
v2_rr_0011039,False,routine_legitimate,2011-12-13T06:46:34.350981987Z,consistent
v2_rr_0011040,False,routine_legitimate,2011-12-05T09:58:55.997609038Z,consistent
v2_rr_0011041,False,routine_legitimate,2011-12-04T10:16:40.294391574Z,consistent
v2_rr_0011042,False,routine_legitimate,2011-12-06T11:25:16.538057689Z,consistent
v2_rr_0011043,False,routine_legitimate,2011-12-09T12:47:23.157737646Z,consistent
v2_rr_0011044,False,routine_legitimate,2011-12-07T13:06:28.253416010Z,consistent
v2_rr_0011045,False,routine_legitimate,2011-12-12T13:26:17.732632870Z,inconsistent
v2_rr_0011046,False,routine_legitimate,2011-12-04T13:35:00.358152498Z,evidence_inconclusive
v2_rr_0011047,False,routine_legitimate,2011-12-08T14:21:41.019506014Z,consistent
v2_rr_0011048,True,claim_reason_inconsistency,2011-12-10T14:43:29.120495706Z,inconsistent
v2_rr_0011049,False,routine_legitimate,2011-12-04T17:38:53.874559422Z,consistent
v2_rr_0011050,False,routine_legitimate,2011-12-04T18:09:25.072299486Z,consistent
v2_rr_0011051,False,routine_legitimate,2011-12-09T19:10:28.385161363Z,consistent
v2_rr_0011052,False,routine_legitimate,2011-12-06T19:57:29.682568095Z,evidence_inconclusive
v2_rr_0011053,False,routine_legitimate,2011-12-13T20:24:39.217564893Z,consistent
v2_rr_0011054,False,routine_legitimate,2011-12-04T21:40:02.670848497Z,consistent
v2_rr_0011055,False,routine_legitimate,2011-12-12T22:51:00.281818418Z,consistent
v2_rr_0011056,False,cold_start_customer,2011-12-08T23:03:49.879161634Z,consistent
v2_rr_0011057,False,routine_legitimate,2011-12-04T23:10:52.279157510Z,consistent
v2_rr_0011058,False,routine_legitimate,2011-12-09T00:25:45.856244007Z,consistent
v2_rr_0011059,False,routine_legitimate,2011-12-11T02:04:17.236950813Z,consistent
v2_rr_0011060,False,routine_legitimate,2011-12-06T03:16:58.510831906Z,consistent
v2_rr_0011061,False,unusual_legitimate_purchase,2011-12-11T04:11:27.953089410Z,consistent
v2_rr_0011062,False,routine_legitimate,2011-12-14T07:22:29.506066394Z,consistent
v2_rr_0011063,False,routine_legitimate,2011-12-06T07:43:19.495148332Z,consistent
v2_rr_0011064,False,missing_evidence,2011-12-05T08:59:30.393503050Z,evidence_inconclusive
v2_rr_0011065,False,routine_legitimate,2011-12-06T10:53:10.115579486Z,consistent
v2_rr_0011066,False,verifier_unavailable,2011-12-10T13:12:15.714005492Z,verifier_unavailable
v2_rr_0011067,False,genuine_product_defect_burst,2011-12-09T13:13:17.825450198Z,consistent
v2_rr_0011068,False,routine_legitimate,2011-12-07T13:43:24.393256796Z,consistent
v2_rr_0011069,False,routine_legitimate,2011-12-06T14:26:02.409116168Z,consistent
v2_rr_0011070,False,routine_legitimate,2011-12-05T14:27:57.460965490Z,consistent
v2_rr_0011071,False,routine_legitimate,2011-12-09T14:40:52.841681680Z,evidence_inconclusive
v2_rr_0011072,False,high_value_loyal_customer,2011-12-12T16:03:53.176577995Z,consistent
v2_rr_0011073,False,routine_legitimate,2011-12-11T16:03:59.700904104Z,consistent
v2_rr_0011074,False,routine_legitimate,2011-12-12T17:22:02.282197590Z,consistent
v2_rr_0011075,False,routine_legitimate,2011-12-09T17:54:23.671505719Z,consistent
v2_rr_0011076,True,supporting_entity_pattern,2011-12-09T19:55:54.836420335Z,inconsistent
v2_rr_0011077,False,first_time_refund,2011-12-07T20:30:08.720635410Z,evidence_inconclusive
v2_rr_0011078,False,routine_legitimate,2011-12-05T20:49:08.047392541Z,evidence_inconclusive
v2_rr_0011079,False,routine_legitimate,2011-12-07T21:25:30.795343308Z,consistent
v2_rr_0011080,False,routine_legitimate,2011-12-10T21:45:50.294812442Z,consistent
v2_rr_0011081,False,routine_legitimate,2011-12-06T22:12:26.914220704Z,consistent
v2_rr_0011082,False,routine_legitimate,2011-12-06T22:55:08.482396168Z,consistent
v2_rr_0011083,False,routine_legitimate,2011-12-09T23:12:12.465476871Z,consistent
v2_rr_0011084,False,routine_legitimate,2011-12-14T23:15:54.239915502Z,consistent
v2_rr_0011085,False,routine_legitimate,2011-12-12T00:20:57.185767888Z,consistent
v2_rr_0011086,False,routine_legitimate,2011-12-10T00:54:26.243504931Z,consistent
v2_rr_0011087,False,cold_start_customer,2011-12-15T01:16:41.737180795Z,consistent
v2_rr_0011088,False,routine_legitimate,2011-12-15T03:21:27.804830979Z,consistent
v2_rr_0011089,False,routine_legitimate,2011-12-14T04:28:13.793552517Z,consistent
v2_rr_0011090,True,cross_category_escalation,2011-12-13T05:00:34.471790239Z,inconsistent
v2_rr_0011091,False,routine_legitimate,2011-12-08T05:13:29.845585664Z,consistent
v2_rr_0011092,False,unusual_legitimate_purchase,2011-12-15T06:01:46.138353194Z,consistent
v2_rr_0011093,False,routine_legitimate,2011-12-12T06:33:29.750978485Z,consistent
v2_rr_0011094,False,routine_legitimate,2011-12-06T08:05:06.467380893Z,consistent
v2_rr_0011095,False,missing_evidence,2011-12-12T08:41:21.462862030Z,evidence_inconclusive
v2_rr_0011096,True,evidence_inconsistency,2011-12-09T08:46:56.621614489Z,inconsistent
v2_rr_0011097,False,verifier_unavailable,2011-12-06T09:17:45.591932280Z,verifier_unavailable
v2_rr_0011098,False,genuine_product_defect_burst,2011-12-09T09:58:44.298428478Z,consistent
v2_rr_0011099,False,routine_legitimate,2011-12-09T11:04:26.823758258Z,consistent
v2_rr_0011100,True,serial_false_claim,2011-12-09T12:32:28.914173420Z,inconsistent
v2_rr_0011101,False,routine_legitimate,2011-12-09T12:32:30.999427905Z,consistent
v2_rr_0011102,False,routine_legitimate,2011-12-12T15:47:14.807402174Z,consistent
v2_rr_0011103,False,routine_legitimate,2011-12-13T16:59:09.868322806Z,consistent
v2_rr_0011104,False,routine_legitimate,2011-12-11T17:03:23.871947710Z,consistent
v2_rr_0011105,False,routine_legitimate,2011-12-10T17:34:38.068890956Z,consistent
v2_rr_0011106,False,high_value_loyal_customer,2011-12-13T17:47:00.333141194Z,consistent
v2_rr_0011107,True,repeated_claim_pattern,2011-12-11T18:00:16.470745208Z,evidence_inconclusive
v2_rr_0011108,False,routine_legitimate,2011-12-12T19:43:49.854565842Z,consistent
v2_rr_0011109,False,routine_legitimate,2011-12-08T20:08:07.029410271Z,consistent
v2_rr_0011110,False,routine_legitimate,2011-12-07T20:23:19.407236425Z,consistent
v2_rr_0011111,False,routine_legitimate,2011-12-08T20:54:09.574302045Z,consistent
v2_rr_0011112,False,routine_legitimate,2011-12-06T21:03:37.518762004Z,consistent
v2_rr_0011113,False,routine_legitimate,2011-12-11T22:32:23.066502284Z,consistent
v2_rr_0011114,False,routine_legitimate,2011-12-11T22:40:59.777127552Z,consistent
v2_rr_0011115,False,routine_legitimate,2011-12-11T00:57:34.385608484Z,consistent
v2_rr_0011116,False,first_time_refund,2011-12-13T01:24:18.466256472Z,consistent
v2_rr_0011117,False,cold_start_customer,2011-12-09T02:16:08.289445978Z,consistent
v2_rr_0011118,False,routine_legitimate,2011-12-10T02:22:40.005560681Z,consistent
v2_rr_0011119,False,routine_legitimate,2011-12-15T02:40:40.280039338Z,consistent
v2_rr_0011120,False,routine_legitimate,2011-12-07T05:39:03.886168092Z,consistent
v2_rr_0011121,True,peer_deviation,2011-12-13T06:05:38.317246850Z,inconsistent
v2_rr_0011122,False,routine_legitimate,2011-12-07T07:40:55.428073Z,consistent
v2_rr_0011123,False,unusual_legitimate_purchase,2011-12-08T09:23:19.920477498Z,consistent
v2_rr_0011124,False,routine_legitimate,2011-12-11T12:04:13.415617507Z,consistent
v2_rr_0011125,False,routine_legitimate,2011-12-09T12:23:55.864925688Z,consistent
v2_rr_0011126,False,routine_legitimate,2011-12-11T12:43:24.135889076Z,consistent
v2_rr_0011127,False,missing_evidence,2011-12-09T15:49:59.303493008Z,evidence_inconclusive
v2_rr_0011128,False,routine_legitimate,2011-12-14T15:55:25.045768088Z,consistent
v2_rr_0011129,False,verifier_unavailable,2011-12-16T16:07:33.222243907Z,verifier_unavailable
